Simulated,Recovered,HCorr
1,1,0.912659662322168
1,2,0.0232015444696603
1,3,-0.0726179347597954
2,1,0.0212638387101659
2,2,0.922275719868077
2,3,-0.114962098036982
3,1,-0.0241753836467645
3,2,-0.0249673267895481
3,3,0.798313464997393
